2021 푸조 e-208,EV,4140만원,CVT 4.4 km/kWh,5인승,전륜구동,자동,244km,50.0kWh,102.0Kw,푸조,외제,2021 푸조 e-208_1.jpg,2021 푸조 e-208_2.jpg,2021 푸조 e-208_3.jpg,2021 푸조 e-208_4.jpg,2021 푸조 e-208_5.jpg,
2021 캐딜락 리릭 콘셉트,EV,6700만원,자동 4.3 km/kWh,5인승,풀타임 4륜구동,자동,482km,100.0kWh,255.0Kw,캐딜락,외제,2021 캐딜락 리릭 콘셉트_1.jpg,2021 캐딜락 리릭 콘셉트_2.jpg,2021 캐딜락 리릭 콘셉트_3.jpg,2021 캐딜락 리릭 콘셉트_4.jpg,2021 캐딜락 리릭 콘셉트_5.jpg,
2021 푸조 e-2008,EV,4640만원,자동 5.1 km/kWh,5인승,전륜구동,자동,237km,50.0kWh,102.0Kw,푸조,외제,2021 푸조 e-2008_1.jpg,2021 푸조 e-2008_2.jpg,2021 푸조 e-2008_3.jpg,2021 푸조 e-2008_4.jpg,2021 푸조 e-2008_5.jpg,
2022 GV60,스탠다드,5990만원,자동 5.1 km/kWh,5인승,후륜구동,자동,451km,77.4kWh,168.0Kw,제네시스,국산,2022 GV60_1.jpg,2022 GV60_2.jpg,2022 GV60_3.jpg,2022 GV60_4.jpg,2022 GV60_5.jpg,
2022 GV60,스탠다드 AWD,6490만원,자동 4.5 km/kWh,5인승,풀타임 4륜구동,자동,400km,77.4kWh,234.0Kw,제네시스,국산,2022 GV60_1.jpg,2022 GV60_2.jpg,2022 GV60_3.jpg,2022 GV60_4.jpg,2022 GV60_5.jpg,
2022 GV60,퍼포먼스 AWD,7040만원,자동 4.1 km/kWh,5인승,풀타임 4륜구동,자동,368km,77.4kWh,360.0Kw,제네시스,국산,2022 GV60_1.jpg,2022 GV60_2.jpg,2022 GV60_3.jpg,2022 GV60_4.jpg,2022 GV60_5.jpg,
2022 EV6,스탠다드,4630만원,자동 5.6 km/kWh,5인승,후륜구동,자동,370km,58.0kWh,125.0Kw,기아,국산,2022 EV6_1.jpg,2022 EV6_2.jpg,2022 EV6_3.jpg,2022 EV6_4.jpg,2022 EV6_5.jpg,
2022 EV6,스탠다드 4AWD,4930만원,자동 5.3 km/kWh,5인승,풀타임 4륜구동,자동,351km,58.0kWh,173.0Kw,기아,국산,2022 EV6_1.jpg,2022 EV6_2.jpg,2022 EV6_3.jpg,2022 EV6_4.jpg,2022 EV6_5.jpg,
2022 EV6,롱 레인지,5020만원,자동 4.9 km/kWh,5인승,후륜구동,자동,336km,77.4kWh,168.0Kw,기아,국산,2022 EV6_1.jpg,2022 EV6_2.jpg,2022 EV6_3.jpg,2022 EV6_4.jpg,2022 EV6_5.jpg,
2021 아이오닉 5,스탠다드,4695만원,자동 5.1 km/kWh,5인승,후륜구동,자동,336km,58.0kWh,125.0Kw,현대,국산,2021 아이오닉 5_1.jpg,2021 아이오닉 5_2.jpg,2021 아이오닉 5_3.jpg,2021 아이오닉 5_4.jpg,2021 아이오닉 5_5.jpg,
2021 아이오닉 5,롱 레인지,4980만원,자동 4.9 km/kWh,5인승,후륜구동,자동,401km,72.6kWh,160.0Kw,현대,국산,2021 아이오닉 5_1.jpg,2021 아이오닉 5_2.jpg,2021 아이오닉 5_3.jpg,2021 아이오닉 5_4.jpg,2021 아이오닉 5_5.jpg,
2021 아이오닉 5,스탠다드 AWD,4995만원,자동 4.8 km/kWh,5인승,풀타임 4륜구동,자동,319km,58.0kWh,173.0Kw,현대,국산,2021 아이오닉 5_1.jpg,2021 아이오닉 5_2.jpg,2021 아이오닉 5_3.jpg,2021 아이오닉 5_4.jpg,2021 아이오닉 5_5.jpg,
2021 아이오닉 5,롱 레인지 AWD,5280만원,자동 4.5 km/kWh,5인승,풀타임 4륜구동,자동,370km,72.6kWh,225.0Kw,현대,국산,2021 아이오닉 5_1.jpg,2021 아이오닉 5_2.jpg,2021 아이오닉 5_3.jpg,2021 아이오닉 5_4.jpg,2021 아이오닉 5_5.jpg,
2021 일렉트리파이드 G80,EV,8281만원,자동 4.3 km/kWh,5인승,풀타임 4륜구동,자동,427km,87.2kWh,272.0Kw,제네시스,국산,2021 일렉트리파이드 G80_1.jpg,2021 일렉트리파이드 G80_2.jpg,2021 일렉트리파이드 G80_3.jpg,2021 일렉트리파이드 G80_4.jpg,2021 일렉트리파이드 G80_5.jpg,
2021 마이브 M1,EV,1749만원,자동 5.5 km/kWh,2인승,후륜구동,자동,87km,10.0kWh,13.0Kw,마이브,국산,2021 마이브 M1_1.jpg,2021 마이브 M1_2.jpg,2021 마이브 M1_3.jpg,2021 마이브 M1_4.jpg,2021 마이브 M1_5.jpg,
2021 디피코 포트로 EV 픽업,EV,2068만원,자동 4.2 km/kWh,2인승,후륜구동,자동,69km,13.4kWh,15.0Kw,디피코,국산,2021 디피코 포트로 EV 픽업_1.jpg,2021 디피코 포트로 EV 픽업_2.jpg,2021 디피코 포트로 EV 픽업_3.jpg,2021 디피코 포트로 EV 픽업_4.jpg,2021 디피코 포트로 EV 픽업_5.jpg,
2022 니로 EV,EV,4590만원,자동 5.3 km/kWh,5인승,전륜구동,자동,385km,64.0kWh,150.0Kw,기아,국산,2022 니로 EV_1.jpg,2022 니로 EV_2.jpg,2022 니로 EV_3.jpg,2022 니로 EV_4.jpg,2022 니로 EV_5.jpg,
2021 캠시스 CEVO-C SE,EV,1570만원,자동 6.3 km/kWh,2인승,후륜구동,자동,75km,10.1kWh,14.8Kw,캠시스,국산,2021 캠시스 CEVO-C SE_1.jpg,2021 캠시스 CEVO-C SE_2.jpg,2021 캠시스 CEVO-C SE_3.jpg,2021 캠시스 CEVO-C SE_4.jpg,2021 캠시스 CEVO-C SE_5.jpg,
2020 포터2 일렉트릭,180Ah 슈퍼캡 초장축,4060만원,자동 3.1 km/kWh,3인승,후륜구동,자동,211km,58.8kWh,135.0Kw,현대,국산,2020 포터2 일렉트릭_1.jpg,2020 포터2 일렉트릭_2.jpg,2020 포터2 일렉트릭_3.jpg,2020 포터2 일렉트릭_4.jpg,2020 포터2 일렉트릭_5.jpg,
2020 SMART EV Z,EV,2750만원,자동 5.8 km/kWh,2인승,전륜구동,자동,150km,26.0kWh,33.0Kw,SMART EV,국산,2020 SMART EV Z_1.jpg,2020 SMART EV Z_2.jpg,2020 SMART EV Z_3.jpg,2020 SMART EV Z_4.jpg,2020 SMART EV Z_5.jpg,
2020 봉고3 EV,180Ah 슈퍼캡 초장축,4050만원,자동 3.1 km/kWh,3인승,후륜구동,자동,211km,58.8kWh,135.0Kw,기아,국산,2020 봉고3 EV_1.jpg,2020 봉고3 EV_2.jpg,2020 봉고3 EV_3.jpg,2020 봉고3 EV_4.jpg,2020 봉고3 EV_5.jpg,
2021 코나 일렉트릭,180Ah,4650만원,자동 5.6 km/kWh,5인승,전륜구동,자동,482km,64.0kWh,150.0Kw,현대,국산,2021 코나 일렉트릭_1.jpg,2021 코나 일렉트릭_2.jpg,2021 코나 일렉트릭_3.jpg,2021 코나 일렉트릭_4.jpg,2021 코나 일렉트릭_5.jpg,
2020 라페스타 EV,EV,2856만원,자동 5.6 km/kWh,5인승,전륜구동,자동,490km,56.5kWh,150.0Kw,현대,국산,2020 라페스타 EV_1.jpg,2020 라페스타 EV_2.jpg,2020 라페스타 EV_3.jpg,2020 라페스타 EV_4.jpg,2020 라페스타 EV_5.jpg,
2020 SMART EV D2P,EV,1980만원,자동 5.2 km/kWh,1인승,전륜구동,자동,101km,17.4kWh,40.0Kw,SMART EV,국산,2020 SMART EV D2P_1.jpg,2020 SMART EV D2P_2.jpg,2020 SMART EV D2P_3.jpg,2020 SMART EV D2P_4.jpg,2020 SMART EV D2P_5.jpg,
